date,close,volume
2009-01-02,0.19963,497124000
2009-01-05,0.203297,705736000
2009-01-06,0.210173,657904000
2009-01-07,0.197567,870096000
2009-01-08,0.192525,1014496000
2009-01-09,0.181753,761352000
2009-01-12,0.174418,645532000
2009-01-13,0.175335,1824424000
2009-01-14,0.167542,974908000
2009-01-15,0.173502,998204000
2009-01-16,0.183128,831324000
2009-01-20,0.16525,705788000
2009-01-21,0.173272,648472000
2009-01-22,0.170064,547656000
2009-01-23,0.17671,633616000
2009-01-26,0.182669,581748000
2009-01-27,0.193442,725300000
2009-01-28,0.201463,723752000
2009-01-29,0.189774,413128000
2009-01-30,0.182211,506760000
2009-02-02,0.192066,577992000
2009-02-03,0.194358,396948000
2009-02-04,0.199859,779232000
2009-02-05,0.214528,919192000
2009-02-06,0.226217,1157880000
2009-02-09,0.223237,716128000
2009-02-10,0.213611,1129664000
2009-02-11,0.186795,1983400000
2009-02-12,0.190691,1024020000
2009-02-13,0.190462,764304000
2009-02-17,0.179461,779576000
2009-02-18,0.184274,646252000
2009-02-19,0.170064,743988000
2009-02-20,0.174418,770056000
2009-02-23,0.166396,679548000
2009-02-24,0.181294,659524000
2009-02-25,0.183357,702360000
2009-02-26,0.189316,1117556000
2009-02-27,0.189774,755444000
2009-03-02,0.173731,700064000
2009-03-03,0.180607,1041372000
2009-03-04,0.1939,1108668000
2009-03-05,0.189316,955252000
2009-03-06,0.192296,974756000
2009-03-09,0.190233,682768000
2009-03-10,0.207423,1254800000
2009-03-11,0.213152,864916000
2009-03-12,0.225758,1604604000
2009-03-13,0.224612,1195156000
2009-03-16,0.215903,699344000
2009-03-17,0.226675,1005384000
2009-03-18,0.23378,1359560000
2009-03-19,0.23103,822648000
2009-03-20,0.218424,1093672000
2009-03-23,0.234239,816048000
2009-03-24,0.224154,1114868000
2009-03-25,0.227821,1243852000
2009-03-26,0.242031,1333664000
2009-03-27,0.239739,731892000
2009-03-30,0.224383,780052000
2009-03-31,0.225987,805272000
2009-04-01,0.231717,887920000
2009-04-02,0.242489,1002860000
2009-04-03,0.25945,1003208000
2009-04-06,0.260138,887288000
2009-04-07,0.251199,607804000
2009-04-08,0.261513,731652000
2009-04-09,0.275952,904412000
2009-04-13,0.267013,767628000
2009-04-14,0.268618,711960000
2009-04-15,0.261054,1045368000
2009-04-16,0.267701,1038772000
2009-04-17,0.269535,695764000
2009-04-20,0.253262,590660000
2009-04-21,0.252574,932184000
2009-04-22,0.260138,916404000
2009-04-23,0.256012,753952000
2009-04-24,0.261971,759508000
2009-04-27,0.252574,787024000
2009-04-28,0.253262,634392000
2009-04-29,0.249366,859668000
2009-04-30,0.263117,1110276000
2009-05-01,0.267472,840548000
2009-05-04,0.281911,927704000
2009-05-05,0.270452,837076000
2009-05-06,0.264951,935088000
2009-05-07,0.245928,1289196000
2009-05-08,0.212006,2930564000
2009-05-11,0.216132,1038596000
2009-05-12,0.205818,1201384000
2009-05-13,0.192525,1305608000
2009-05-14,0.195275,1017864000
2009-05-15,0.200318,780308000
2009-05-18,0.212465,938320000
2009-05-19,0.21659,859768000
2009-05-20,0.223008,1309436000
2009-05-21,0.221633,965600000
2009-05-22,0.225071,718260000
2009-05-26,0.237218,865540000
2009-05-27,0.237676,814152000
2009-05-28,0.240885,995288000
2009-05-29,0.239052,834232000
2009-06-01,0.250741,1022764000
2009-06-02,0.248678,907984000
2009-06-03,0.240885,735688000
2009-06-04,0.249595,673180000
2009-06-05,0.248219,559992000
2009-06-08,0.246844,473948000
2009-06-09,0.260367,725032000
2009-06-10,0.268618,833320000
2009-06-11,0.26518,835156000
2009-06-12,0.263805,595000000
2009-06-15,0.25945,445164000
2009-06-16,0.252345,594912000
2009-06-17,0.258533,799016000
2009-06-18,0.253491,566376000
2009-06-19,0.256241,747564000
2009-06-22,0.241802,574864000
2009-06-23,0.240656,589764000
2009-06-24,0.248678,515096000
2009-06-25,0.261742,870444000
2009-06-26,0.26518,513956000
2009-06-29,0.26518,510056000
2009-06-30,0.258763,589844000
2009-07-01,0.259908,696420000
2009-07-02,0.249824,552312000
2009-07-06,0.241802,752456000
2009-07-07,0.231259,1072996000
2009-07-08,0.231717,1205860000
2009-07-09,0.23676,714564000
2009-07-10,0.237676,520008000
2009-07-13,0.240427,556012000
2009-07-14,0.245469,452568000
2009-07-15,0.255554,1022808000
2009-07-16,0.268847,952076000
2009-07-17,0.27664,850356000
2009-07-20,0.280078,782756000
2009-07-21,0.274348,941296000
2009-07-22,0.281224,600908000
2009-07-23,0.297955,1046120000
2009-07-24,0.297038,650592000
2009-07-27,0.298414,677484000
2009-07-28,0.298872,563180000
2009-07-29,0.292913,373972000
2009-07-30,0.295205,468444000
2009-07-31,0.296351,541560000
2009-08-03,0.304373,471900000
2009-08-04,0.306435,695380000
2009-08-05,0.307123,610768000
2009-08-06,0.300705,957588000
2009-08-07,0.314228,1401872000
2009-08-10,0.303914,693312000
2009-08-11,0.296809,481884000
2009-08-12,0.30781,634940000
2009-08-13,0.316978,564028000
2009-08-14,0.307581,427148000
2009-08-17,0.294746,465032000
2009-08-18,0.305519,636200000
2009-08-19,0.302081,552996000
